shipment_id,shipment_date,carrier,origin_city,destination_city,weight_kg,delivery_days,status,product_category,shipping_cost_usd,delivery_notes,weight_kg_flag,delivery_days_flag
SHP-0002854,2022-04-22,DHL,Abuja,Casablanca,76.51,1,Pending,Electronics,209.69,"Returned to sender: recipient not found.",0,0
SHP-0002855,2022-01-20,"Blue Dart","Benin City",Johannesburg,35.2,6,Pending,"Books & Media",111.84,"Priority shipment.",0,0
SHP-0002856,2024-01-12,Unknown,"Port Harcourt",Accra,22.42,2,"In Transit",Cosmetics,71.79,"Customer requested weekend delivery.",0,0
SHP-0002857,2022-01-06,XpressBees,Abuja,"Dar es Salaam",51.34,3,"In Transit",Pharmaceuticals,219.08,"Delayed due to customs clearance.",0,0
SHP-0002858,2022-03-18,DHL,"Port Harcourt",Accra,85.19,12,Pending,Toys,174.19,"Left at front door per customer instruction.",0,0
SHP-0002859,2023-04-30,UPS,Lagos,Unknown,118.28,14,Unknown,"Books & Media",NULL,"Address correction applied.",0,0
SHP-0002860,2024-08-14,DHL,"Port Harcourt","Addis Ababa",66.22,8,"In Transit",Cosmetics,115.99,"Delayed due to customs clearance.",0,0
SHP-0002861,2024-12-06,FedEx,Enugu,Cairo,77.98,14,Returned,"Automotive Parts",150.32,"Fragile items — handle carefully.",0,0
SHP-0002862,2023-12-21,DTDC,"Port Harcourt","Dar es Salaam",87.54,8,Pending,Electronics,357.51,,0,0
SHP-0002863,2022-08-04,FedEx,Ibadan,Casablanca,59.4,17,"In Transit",Furniture,127.99,,0,0
SHP-0002864,2024-07-28,UPS,Lagos,Dakar,87.01,8,"In Transit","Industrial Equipment",147.42,"Priority shipment.",0,0
SHP-0002865,2022-04-14,DTDC,Ibadan,Nairobi,49.57,15,Delivered,Furniture,171.05,"Returned to sender: recipient not found.",0,0
SHP-0002866,2023-09-03,Aramex,Abuja,Accra,80.19,21,Returned,"Industrial Equipment",247.89,,0,0
SHP-0002867,2024-04-15,Ekart,Enugu,Nairobi,115.56,4,Lost,Pharmaceuticals,500.62,"Delayed due to customs clearance.",0,0
SHP-0002868,2023-08-22,Ekart,"Benin City",Kampala,107.31,2,Pending,Toys,195.59,"Customer requested weekend delivery.",0,0
SHP-0002869,2023-05-03,"Blue Dart",Kaduna,Johannesburg,118.29,60,"In Transit",Electronics,233.8,"Weather delay in transit hub.",0,1
SHP-0002870,2024-04-10,"Blue Dart",Ibadan,Johannesburg,31.03,5,Delivered,Electronics,127.59,"Weather delay in transit hub.",0,0
SHP-0002871,2023-10-04,Ekart,Lagos,Nairobi,84.18,18,Delivered,Furniture,353.65,,0,0
SHP-0002872,2022-08-24,Aramex,"Benin City",Cairo,20.11,20,Pending,Electronics,47.04,,0,0
SHP-0002873,2023-10-10,DHL,Kaduna,Dakar,87.06,16,Returned,Apparel,178.14,"Address correction applied.",0,0
SHP-0002874,2023-02-24,FedEx,"Benin City",Accra,117.93,19,Delivered,Apparel,363.71,"Left at front door per customer instruction.",0,0
SHP-0002875,2024-07-16,UPS,Kaduna,Nairobi,47.84,60,"In Transit",Cosmetics,73.91,"Weather delay in transit hub.",0,1
SHP-0002876,2022-03-31,XpressBees,"Port Harcourt",Casablanca,119.27,20,Returned,Pharmaceuticals,494.26,"Weather delay in transit hub.",0,0
SHP-0002877,2023-10-15,DHL,Lagos,Accra,101.96,12,Delayed,Unknown,337.49,"Delayed due to customs clearance.",0,0
SHP-0002878,2022-03-29,Delhivery,"Port Harcourt",Cairo,64.57,19,Returned,Toys,206.3,,0,0
SHP-0002879,2024-01-09,UPS,Kaduna,Kigali,27.49,3,Pending,"Books & Media",113.47,"Weather delay in transit hub.",0,0
SHP-0002880,2024-01-16,Aramex,Kano,Casablanca,60.28,7,Lost,Cosmetics,203.65,"Fragile items — handle carefully.",0,0
SHP-0002881,2024-12-09,Ekart,Abuja,Kigali,0.57,4,Delayed,"Food & Beverage",0.96,"Returned to sender: recipient not found.",0,0
SHP-0002882,2023-12-03,Delhivery,Enugu,Accra,85.44,1,Delayed,Toys,311.18,"Delayed due to customs clearance.",0,0
SHP-0002883,2024-12-15,Delhivery,Abuja,Cairo,39.39,19,Pending,Furniture,112.98,"Weather delay in transit hub.",0,0
SHP-0002884,2024-07-14,DTDC,Enugu,"Dar es Salaam",89.67,5,Delayed,Apparel,247.08,"Weather delay in transit hub.",0,0
SHP-0002885,2024-08-26,Aramex,Abuja,Casablanca,25.86,1,Pending,"Food & Beverage",82.67,"Priority shipment.",0,0
SHP-0002886,2022-06-13,UPS,Lagos,Casablanca,58.01,2,Delivered,Pharmaceuticals,199.89,"Partial delivery; remaining items en route.",0,0
SHP-0002887,2024-07-13,Aramex,Lagos,Nairobi,102.37,19,Delayed,"Food & Beverage",354.59,"Package handled with care.",0,0
SHP-0002888,2022-09-14,Unknown,Ibadan,Johannesburg,57.26,17,Lost,"Books & Media",217.61,"Customer requested weekend delivery.",0,0
SHP-0002889,2024-04-02,Aramex,"Benin City","Addis Ababa",23.93,10,Delivered,Unknown,48.69,"Weather delay in transit hub.",0,0
SHP-0002890,2022-08-15,DHL,Enugu,Cairo,54.89,14,Delayed,Electronics,2149.99,"Returned to sender: recipient not found.",0,0
SHP-0002891,2024-03-30,"Blue Dart","Benin City",Kigali,116.17,11,Lost,Apparel,381.97,"Fragile items — handle carefully.",0,0
SHP-0002892,2022-08-02,Delhivery,Lagos,Nairobi,44.83,17,Lost,Furniture,164.44,"Address correction applied.",0,0
SHP-0002893,2024-04-27,DHL,Abuja,Accra,105.16,4,Delivered,Furniture,232.71,"Fragile items — handle carefully.",0,0
SHP-0002894,2022-05-21,Ekart,Enugu,Dakar,55.4,20,Returned,Apparel,180.33,"Package handled with care.",0,0
SHP-0002895,2024-02-08,Aramex,"Port Harcourt",Casablanca,44.88,14,Delayed,"Books & Media",142.81,"Partial delivery; remaining items en route.",0,0
SHP-0002896,2023-08-04,DHL,Enugu,Johannesburg,99.27,7,Delayed,Unknown,273.91,"Partial delivery; remaining items en route.",0,0
SHP-0002897,2022-04-26,UPS,Abuja,Nairobi,100.32,4,Delivered,Unknown,314.18,"Returned to sender: recipient not found.",0,0
SHP-0002898,2022-02-02,UPS,Enugu,Casablanca,72.74,8,"In Transit","Automotive Parts",231.6,"Address correction applied.",0,0
SHP-0002899,2024-03-27,DHL,Enugu,Cairo,69.34,8,Delivered,Cosmetics,255.32,"Priority shipment.",0,0
SHP-0002900,2022-10-02,DHL,Lagos,Johannesburg,17.49,20,Delayed,"Automotive Parts",71.32,"Customer requested weekend delivery.",0,0
SHP-0002901,2022-10-02,FedEx,Enugu,Kampala,32.17,19,Delivered,Apparel,132.13,"Address correction applied.",0,0
SHP-0002902,2024-02-02,Aramex,Ibadan,Johannesburg,2.35,2,Delayed,Furniture,7.49,"Address correction applied.",0,0
SHP-0002903,2022-06-14,DHL,Enugu,Nairobi,41.5,13,Lost,Furniture,113.61,,0,0
SHP-0002904,2024-06-08,FedEx,Kaduna,Nairobi,110.4,9,"In Transit",Cosmetics,207.19,"Priority shipment.",0,0
SHP-0002905,2022-08-17,FedEx,Lagos,Kigali,80.85,20,Pending,"Industrial Equipment",211.2,"Customer requested weekend delivery.",0,0
SHP-0002906,2023-04-13,DTDC,Lagos,Accra,71.61,18,Returned,Cosmetics,217.4,"Left at front door per customer instruction.",0,0
SHP-0002907,2024-06-03,Aramex,"Port Harcourt",Accra,13.67,8,Returned,Toys,37.59,"Address correction applied.",0,0
SHP-0002908,2022-07-14,FedEx,Abuja,"Dar es Salaam",48.39,2,Delayed,"Food & Beverage",181.65,"Weather delay in transit hub.",0,0
SHP-0002909,2022-08-02,Unknown,Lagos,Johannesburg,93.04,11,Returned,Unknown,371.43,"Left at front door per customer instruction.",0,0
SHP-0002910,2024-06-15,DHL,Ibadan,Kigali,77.78,21,Pending,"Food & Beverage",173.42,"Partial delivery; remaining items en route.",0,0
SHP-0002911,2022-03-01,UPS,Kano,Accra,58.459999999999994,16,Lost,Apparel,245.92,,0,0
SHP-0002912,2022-11-10,Delhivery,Kano,Kampala,4.51,20,Lost,Furniture,7.65,"Weather delay in transit hub.",0,0
SHP-0002913,2022-07-02,XpressBees,Enugu,Nairobi,47.84,1,Lost,Pharmaceuticals,86.83,"Customer requested weekend delivery.",0,0
SHP-0002914,2024-10-13,XpressBees,Abuja,"Addis Ababa",49.42,14,"In Transit","Industrial Equipment",172.36,"Partial delivery; remaining items en route.",0,0
SHP-0002915,NULL,Aramex,Abuja,Dakar,11.7,1,Pending,"Food & Beverage",51.29,"Left at front door per customer instruction.",0,0
SHP-0002916,2024-06-29,Ekart,Lagos,Casablanca,48.33,8,Delayed,Electronics,154.5,"Delayed due to customs clearance.",0,0
SHP-0002917,2023-04-19,FedEx,"Benin City",Kampala,61.18,6,Unknown,Toys,134.18,"Delayed due to customs clearance.",0,0
SHP-0002918,2022-08-23,"Blue Dart",Ibadan,"Addis Ababa",67.42,6,"In Transit",Toys,232.51,,0,0
SHP-0002919,2023-07-29,Ekart,Kaduna,Casablanca,11.27,13,"In Transit","Industrial Equipment",32.31,"Partial delivery; remaining items en route.",0,0
SHP-0002920,2022-03-06,Delhivery,Kaduna,Johannesburg,100.5,3,Lost,Cosmetics,418.25,"Returned to sender: recipient not found.",0,0
SHP-0002921,2024-12-23,DTDC,Kaduna,Nairobi,11.44,5,Returned,"Automotive Parts",28.81,,0,0
SHP-0002922,2024-08-13,DHL,Ibadan,Cairo,56.28,17,"In Transit","Food & Beverage",187.91,"Partial delivery; remaining items en route.",0,0
SHP-0002923,2024-04-01,Delhivery,"Benin City",Dakar,58.459999999999994,21,Returned,Apparel,129.87,"Fragile items — handle carefully.",0,0
SHP-0002924,2023-07-15,Aramex,"Port Harcourt","Addis Ababa",32.77,5,Lost,"Industrial Equipment",109.78,,0,0
SHP-0002925,2024-06-13,"Blue Dart","Port Harcourt",Nairobi,31.92,10,Returned,"Industrial Equipment",76.13,"Partial delivery; remaining items en route.",0,0
SHP-0002926,2022-05-17,DTDC,Ibadan,Kigali,57.03,20,"In Transit",Apparel,177.9,"Delayed due to customs clearance.",0,0
SHP-0002927,2022-03-28,Delhivery,Abuja,"Addis Ababa",18.89,20,Returned,Electronics,74.41,,0,0
SHP-0002928,2023-06-16,Aramex,Kano,Nairobi,29.88,11,Delivered,Unknown,75.44,"Customer requested weekend delivery.",0,0
SHP-0002929,2022-01-17,FedEx,"Port Harcourt",Unknown,108.7,18,"In Transit","Industrial Equipment",290.59,"Delayed due to customs clearance.",0,0
SHP-0002930,2023-02-17,Aramex,Ibadan,Dakar,32.49,16,"In Transit",Apparel,136.69,,0,0
SHP-0002931,2024-09-25,UPS,Kano,Kampala,41.53,6,"In Transit","Books & Media",183.61,"Priority shipment.",0,0
SHP-0002932,2023-12-09,DHL,"Port Harcourt",Casablanca,58.42,21,"In Transit",Unknown,203.89,"Priority shipment.",0,0
SHP-0002933,2022-07-31,DHL,Enugu,Johannesburg,92.56,5,Pending,"Industrial Equipment",359.92,"Address correction applied.",0,0
SHP-0002934,2024-11-22,Aramex,"Port Harcourt",Kampala,NULL,7,Pending,Unknown,17.2,"Address correction applied.",0,0
SHP-0002935,2022-10-15,UPS,"Benin City",Cairo,54.06,18,"In Transit",Furniture,228.63,"Customer requested weekend delivery.",0,0
SHP-0002936,2023-07-26,XpressBees,"Benin City",Dakar,92.93,19,"In Transit",Electronics,352.44,"Package handled with care.",0,0
SHP-0002937,2022-12-08,Ekart,"Port Harcourt","Dar es Salaam",91.63,11,Delayed,"Industrial Equipment",359.19,"Left at front door per customer instruction.",0,0
SHP-0002938,2023-03-11,"Blue Dart",Kaduna,Cairo,100.42,10,Lost,"Food & Beverage",247.13,"Delayed due to customs clearance.",0,0
SHP-0002939,2022-03-04,Aramex,"Benin City",Kigali,19.25,18,Lost,"Books & Media",33.19,,0,0
SHP-0002940,2022-06-25,Ekart,Abuja,Casablanca,36.61,18,Delayed,Furniture,112.76,"Weather delay in transit hub.",0,0
SHP-0002941,2023-01-04,Delhivery,Ibadan,Cairo,9.75,10,Returned,Toys,41.24,,0,0
SHP-0002942,2023-02-28,Aramex,Kano,Casablanca,57.83,17,Pending,"Industrial Equipment",253.77,"Priority shipment.",0,0
SHP-0002943,2024-07-14,"Blue Dart","Port Harcourt",Nairobi,79.9,9,Returned,Pharmaceuticals,139.29,"Delayed due to customs clearance.",0,0
SHP-0002944,2022-03-22,UPS,"Port Harcourt",Accra,3.32,4,Lost,"Books & Media",9.47,"Left at front door per customer instruction.",0,0
SHP-0002945,2023-04-25,Delhivery,Ibadan,Cairo,33.54,12,Delivered,"Books & Media",101.59,"Fragile items — handle carefully.",0,0
SHP-0002946,2022-03-21,XpressBees,Lagos,Unknown,74.8,4,Pending,Apparel,228.06,"Customer requested weekend delivery.",0,0
SHP-0002947,2022-07-05,Delhivery,Lagos,Cairo,60.94,2,Lost,Pharmaceuticals,85.66,"Delayed due to customs clearance.",0,0
SHP-0002948,2022-06-24,"Blue Dart",Enugu,"Dar es Salaam",110.27,19,Pending,Apparel,385.92,,0,0
SHP-0002949,2023-11-08,XpressBees,"Benin City",Casablanca,44.77,11,"In Transit","Books & Media",126.21,"Address correction applied.",0,0
SHP-0002950,2023-04-11,Ekart,Kano,Nairobi,92.42,11,Returned,"Industrial Equipment",215.9,"Fragile items — handle carefully.",0,0
SHP-0002951,2022-09-27,FedEx,"Port Harcourt",Casablanca,500,14,Returned,"Books & Media",2157.2,"Returned to sender: recipient not found.",1,0
SHP-0002952,2022-08-16,"Blue Dart",Abuja,Accra,58.18,12,Pending,Apparel,170.4,"Package handled with care.",0,0
SHP-0002953,2024-02-17,"Blue Dart",Kano,"Dar es Salaam",96.72,19,Lost,Furniture,2075.15,"Customer requested weekend delivery.",0,0
SHP-0002954,2022-01-21,"Blue Dart",Kaduna,Kampala,74.64,19,Delivered,Apparel,322.37,"Customer requested weekend delivery.",0,0
SHP-0002955,2024-07-30,Ekart,Kano,Johannesburg,46,12,Delayed,Furniture,199.95,"Partial delivery; remaining items en route.",0,0
SHP-0002956,2023-02-11,Ekart,"Port Harcourt",Casablanca,86.52,15,Delayed,Cosmetics,319.99,"Weather delay in transit hub.",0,0
SHP-0002957,2023-06-05,FedEx,Lagos,Casablanca,112.54,15,Returned,Cosmetics,340.46,"Package handled with care.",0,0
SHP-0002958,2024-08-30,DTDC,Kano,Cairo,66.22,7,"In Transit","Industrial Equipment",136.29,"Weather delay in transit hub.",0,0
SHP-0002959,2022-12-30,FedEx,Enugu,Kampala,115.6,6,Delayed,Apparel,7088.24,"Package handled with care.",0,0
SHP-0002960,2022-03-18,FedEx,Kano,Accra,23.35,13,Returned,Electronics,90.45,"Weather delay in transit hub.",0,0
SHP-0002961,2023-03-22,Ekart,Abuja,Johannesburg,87.9,17,Lost,Unknown,391.49,"Address correction applied.",0,0
SHP-0002962,2022-12-02,DHL,Kano,Accra,68.24,11,Pending,Apparel,116.08,"Priority shipment.",0,0
SHP-0002963,2022-08-02,DTDC,Ibadan,Cairo,111.41,9,Lost,"Food & Beverage",356.77,"Weather delay in transit hub.",0,0
SHP-0002964,2024-02-27,XpressBees,"Benin City",Kigali,2.32,6,"In Transit","Books & Media",7.07,"Package handled with care.",0,0
SHP-0002965,2023-10-15,UPS,Abuja,Nairobi,38.33,11,Delayed,Electronics,89.15,"Customer requested weekend delivery.",0,0
SHP-0002966,2023-08-31,FedEx,"Port Harcourt",Unknown,64.1,NULL,Delivered,Cosmetics,152.68,"Weather delay in transit hub.",0,0
SHP-0002967,2024-01-07,"Blue Dart",Abuja,"Addis Ababa",76.02,14,Delivered,Pharmaceuticals,220.84,"Fragile items — handle carefully.",0,0
SHP-0002968,2024-11-11,Aramex,Kaduna,"Dar es Salaam",100.9,19,"In Transit",Furniture,157.01,"Left at front door per customer instruction.",0,0
SHP-0002969,2024-11-17,Delhivery,Enugu,Accra,58.69,4,Returned,Apparel,263.43,"Partial delivery; remaining items en route.",0,0
SHP-0002970,2024-05-26,Delhivery,Kano,Casablanca,10.26,9,Delayed,Toys,25.56,"Fragile items — handle carefully.",0,0
SHP-0002971,2024-08-12,XpressBees,Kano,Kampala,51.01,11,Delayed,Apparel,175.07,"Returned to sender: recipient not found.",0,0
SHP-0002972,2024-06-29,XpressBees,Kaduna,Kigali,71.93,20,Pending,Pharmaceuticals,117.32,"Address correction applied.",0,0
SHP-0002973,2024-08-18,DHL,"Benin City","Dar es Salaam",87.92,13,Unknown,"Books & Media",360.63,,0,0
SHP-0002974,2024-02-20,Aramex,"Port Harcourt",Nairobi,64.76,11,"In Transit",Cosmetics,206.82,"Package handled with care.",0,0
SHP-0002975,2022-01-08,DHL,Enugu,Cairo,111.53,4,Pending,"Books & Media",175.99,"Fragile items — handle carefully.",0,0
SHP-0002976,2022-05-04,DHL,Kano,Kampala,19.8,9,Delivered,Cosmetics,58.78,"Weather delay in transit hub.",0,0
SHP-0002977,2023-12-09,DTDC,Kano,Casablanca,70.38,21,"In Transit","Books & Media",220.51,"Customer requested weekend delivery.",0,0
SHP-0002978,2023-01-23,Delhivery,"Port Harcourt",Cairo,72.64,17,Delayed,Cosmetics,295.18,"Address correction applied.",0,0
SHP-0002979,2023-04-02,DHL,Kano,"Addis Ababa",77.85,20,Delivered,Apparel,135.14,"Partial delivery; remaining items en route.",0,0
SHP-0002980,2022-09-18,Aramex,Kano,Kigali,51.36,20,"In Transit",Electronics,118.31,"Customer requested weekend delivery.",0,0
SHP-0002981,2024-08-30,DHL,Abuja,Casablanca,18.82,4,Delivered,Apparel,77.4,"Partial delivery; remaining items en route.",0,0
SHP-0002982,2022-08-07,FedEx,"Port Harcourt","Dar es Salaam",80.54,15,Delivered,Furniture,234.37,"Address correction applied.",0,0
SHP-0002983,2024-09-29,DHL,"Benin City","Addis Ababa",23.36,11,Lost,"Food & Beverage",62.34,"Partial delivery; remaining items en route.",0,0
SHP-0002984,2023-06-20,"Blue Dart",Lagos,Kigali,70.39,8,Pending,Toys,289.21,,0,0
SHP-0002985,2024-02-29,FedEx,"Port Harcourt",Kigali,110.86,6,"In Transit","Automotive Parts",418.74,,0,0
SHP-0002986,2022-01-07,DHL,Ibadan,Dakar,58.9,16,Lost,"Automotive Parts",263.4,"Left at front door per customer instruction.",0,0
SHP-0002987,2024-01-17,Unknown,"Port Harcourt",Kampala,16.44,14,Pending,Apparel,47.6,"Customer requested weekend delivery.",0,0
SHP-0002988,2023-01-21,Ekart,Kano,Kampala,13.03,10,Delayed,"Food & Beverage",20.74,"Package handled with care.",0,0
SHP-0002989,2023-11-29,DHL,"Port Harcourt",Kigali,1.07,10,Delayed,Pharmaceuticals,2.08,"Address correction applied.",0,0
SHP-0002990,2023-12-31,Ekart,Abuja,"Addis Ababa",29.29,16,Delivered,"Books & Media",115.43,"Address correction applied.",0,0
SHP-0002991,2022-07-14,DTDC,Kaduna,Kigali,110.84,9,Returned,Cosmetics,306.57,"Returned to sender: recipient not found.",0,0
SHP-0002992,2022-01-10,"Blue Dart",Kaduna,Kigali,10.76,5,Pending,Cosmetics,48.31,"Package handled with care.",0,0
SHP-0002993,2023-12-23,"Blue Dart","Port Harcourt",Cairo,4.42,7,Pending,Furniture,19.52,"Customer requested weekend delivery.",0,0
SHP-0002994,2022-05-21,DHL,Abuja,Casablanca,47.72,4,Lost,"Automotive Parts",190.96,"Address correction applied.",0,0
SHP-0002995,2024-09-16,Delhivery,Kaduna,Nairobi,12.5,20,Delayed,"Food & Beverage",47.97,"Package handled with care.",0,0
SHP-0002996,2022-02-16,UPS,Kano,"Addis Ababa",8.05,20,"In Transit",Pharmaceuticals,35.69,"Partial delivery; remaining items en route.",0,0
SHP-0002997,2023-09-28,UPS,"Benin City",Johannesburg,32.7,17,Lost,Apparel,2722.68,,0,0
SHP-0002998,2022-03-03,"Blue Dart",Kaduna,Kigali,35.84,5,"In Transit","Food & Beverage",93.65,"Package handled with care.",0,0
SHP-0002999,2023-05-23,DTDC,Kano,Casablanca,71.96,6,Pending,Apparel,313.14,"Weather delay in transit hub.",0,0
SHP-0003000,2023-03-12,XpressBees,"Port Harcourt",Dakar,7.43,15,Pending,"Automotive Parts",13.47,,0,0
SHP-0003001,2024-02-29,Ekart,Enugu,"Dar es Salaam",27.51,16,Returned,"Food & Beverage",118.61,,0,0
SHP-0003002,2023-12-28,Aramex,Unknown,Johannesburg,45.47,14,Unknown,Apparel,88.74,,0,0
SHP-0003003,2024-01-07,Delhivery,Lagos,Cairo,11.05,5,"In Transit","Automotive Parts",24.72,"Address correction applied.",0,0
SHP-0003004,2024-04-18,FedEx,Ibadan,Nairobi,77.75,17,Lost,"Automotive Parts",220.97,,0,0
SHP-0003005,2024-02-24,DHL,Abuja,Casablanca,61.775,16,"In Transit","Books & Media",151.55,"Address correction applied.",0,0
SHP-0003006,2024-08-08,UPS,Kano,Dakar,44.52,19,Lost,Pharmaceuticals,122.82,"Delayed due to customs clearance.",0,0
SHP-0003007,2022-02-08,UPS,Enugu,"Dar es Salaam",4.88,15,Pending,Cosmetics,9.98,"Package handled with care.",0,0
SHP-0003008,2023-12-30,UPS,Abuja,Nairobi,21.85,18,Pending,Pharmaceuticals,51.11,"Returned to sender: recipient not found.",0,0
SHP-0003009,2024-08-23,UPS,Enugu,Cairo,58.9,4,Delivered,"Automotive Parts",182.25,,0,0
SHP-0003010,2022-04-23,"Blue Dart",Ibadan,Kampala,7.9,15,Delivered,"Industrial Equipment",17.11,,0,0
SHP-0003011,2023-06-25,Aramex,Kano,Cairo,80.02,7,Delivered,Electronics,303.28,"Weather delay in transit hub.",0,0
SHP-0003012,2022-02-27,FedEx,Kano,Nairobi,19.91,17,Lost,"Books & Media",34.56,"Address correction applied.",0,0
SHP-0003013,2023-01-12,FedEx,Kano,Nairobi,70.69,9,Pending,Pharmaceuticals,246.65,"Left at front door per customer instruction.",0,0
SHP-0003014,2023-07-16,DHL,"Benin City","Addis Ababa",67.92,20,Unknown,Electronics,199.45,"Fragile items — handle carefully.",0,0
SHP-0003015,2024-02-07,Delhivery,Abuja,"Addis Ababa",49.9,16,Lost,"Automotive Parts",170.41,"Partial delivery; remaining items en route.",0,0
SHP-0003016,2022-11-15,Ekart,Kano,Accra,93.27,3,Delayed,Pharmaceuticals,201.11,"Priority shipment.",0,0
SHP-0003017,2022-06-26,XpressBees,"Port Harcourt",Casablanca,23.99,5,Delivered,Pharmaceuticals,53.15,,0,0
SHP-0003018,2022-01-06,UPS,Ibadan,"Dar es Salaam",79.63,18,Delayed,Unknown,204.87,"Customer requested weekend delivery.",0,0
SHP-0003019,2024-10-05,XpressBees,Kano,Cairo,20.52,7,Delivered,Apparel,77.2,"Address correction applied.",0,0
SHP-0003020,2023-08-24,UPS,Abuja,Kampala,37.2,16,Delivered,Electronics,132.62,"Weather delay in transit hub.",0,0
SHP-0003021,2023-07-28,FedEx,"Benin City",Johannesburg,85.84,21,Returned,"Books & Media",135.7,,0,0
SHP-0003022,2022-02-12,UPS,Abuja,"Addis Ababa",29.68,6,Pending,Pharmaceuticals,54.29,"Address correction applied.",0,0
SHP-0003023,2024-08-01,UPS,Kaduna,Dakar,101.81,3,Delivered,Cosmetics,290.99,"Partial delivery; remaining items en route.",0,0
SHP-0003024,2022-04-26,"Blue Dart",Unknown,Casablanca,58.03,14,Pending,Apparel,260.16,"Customer requested weekend delivery.",0,0
SHP-0003025,2024-08-21,Ekart,Enugu,Accra,26.76,15,Lost,"Automotive Parts",67.97,"Delayed due to customs clearance.",0,0
SHP-0003026,2024-01-04,XpressBees,"Benin City",Cairo,27.08,5,Delivered,Pharmaceuticals,120.26,"Fragile items — handle carefully.",0,0
SHP-0003027,2023-10-17,Ekart,Abuja,Johannesburg,64.99,16,"In Transit","Food & Beverage",247.64,,0,0
SHP-0003028,2023-07-21,UPS,Lagos,Johannesburg,11.89,9,Delayed,Electronics,33.74,"Priority shipment.",0,0
SHP-0003029,2024-09-02,DHL,Kano,Cairo,100.38,2,Lost,Electronics,376.43,"Weather delay in transit hub.",0,0
SHP-0003030,2022-07-12,Aramex,"Port Harcourt",Nairobi,24.96,18,Delivered,Pharmaceuticals,54.26,"Left at front door per customer instruction.",0,0
SHP-0003031,2024-06-11,Aramex,Enugu,Kigali,500,11,Returned,"Food & Beverage",5446.79,"Customer requested weekend delivery.",1,0
SHP-0003032,2022-11-03,Ekart,Kano,Dakar,93.98,7,Unknown,Cosmetics,194.28,"Fragile items — handle carefully.",0,0
SHP-0003033,2023-12-03,Delhivery,"Benin City",Kampala,78.99,16,Returned,Apparel,309.82,"Address correction applied.",0,0
SHP-0003034,2022-07-25,Ekart,"Benin City",Nairobi,57.5,15,Delivered,Furniture,93.62,"Weather delay in transit hub.",0,0
SHP-0003035,2023-07-29,"Blue Dart","Port Harcourt",Cairo,29.29,13,"In Transit",Toys,52.79,"Address correction applied.",0,0
SHP-0003036,2022-04-25,DTDC,Enugu,Kigali,58.19,21,"In Transit","Industrial Equipment",199.01,"Priority shipment.",0,0
SHP-0003037,2024-10-01,Aramex,Kano,Casablanca,57.13,14,Lost,"Food & Beverage",102.53,"Priority shipment.",0,0
SHP-0003038,2023-09-09,Aramex,Kaduna,Johannesburg,96.48,13,Returned,Cosmetics,410.53,"Partial delivery; remaining items en route.",0,0
SHP-0003039,2022-06-11,DHL,Abuja,Kigali,95.66,3,Pending,Unknown,372.49,"Customer requested weekend delivery.",0,0
SHP-0003040,2023-04-17,"Blue Dart",Kaduna,Dakar,77.66,7,Delivered,Pharmaceuticals,182.94,"Priority shipment.",0,0
SHP-0003041,2023-01-29,"Blue Dart","Benin City",Kigali,500,20,Lost,Toys,1619.78,"Fragile items — handle carefully.",1,0
SHP-0003042,2024-03-19,DTDC,Abuja,Accra,56.33,4,Returned,"Industrial Equipment",252.96,"Delayed due to customs clearance.",0,0
SHP-0003043,2022-12-23,UPS,Ibadan,Kampala,72.62,7,Lost,Furniture,279.33,"Weather delay in transit hub.",0,0
SHP-0003044,2024-02-13,DHL,"Port Harcourt",Casablanca,27.99,13,Lost,"Automotive Parts",55.9,,0,0
SHP-0003045,2024-04-23,DHL,Kano,Kampala,14.42,14,Returned,"Food & Beverage",55,"Address correction applied.",0,0
SHP-0003046,2022-05-03,Delhivery,Kaduna,Kampala,65.35,11,Delayed,Pharmaceuticals,206.09,,0,0
SHP-0003047,2023-01-04,Ekart,Ibadan,Johannesburg,42.39,60,Pending,Cosmetics,132.41,"Address correction applied.",0,1
SHP-0003048,2023-09-15,DTDC,"Port Harcourt",Accra,83.07,14,Returned,"Food & Beverage",320.27,"Priority shipment.",0,0
SHP-0003049,2022-08-01,Aramex,Ibadan,Johannesburg,78.45,20,Delivered,"Food & Beverage",314.21,"Address correction applied.",0,0
SHP-0003050,2022-03-23,Delhivery,Abuja,Nairobi,117.99,14,"In Transit",Pharmaceuticals,193.59,"Address correction applied.",0,0
SHP-0003051,2024-07-11,"Blue Dart",Unknown,Kigali,114.91,1,Pending,Pharmaceuticals,403.63,"Priority shipment.",0,0
SHP-0003052,2023-07-19,Ekart,Ibadan,Cairo,114.77,14,Unknown,Unknown,185.4,"Priority shipment.",0,0
SHP-0003053,2024-04-22,Aramex,Enugu,Johannesburg,18.98,7,Delivered,Furniture,58.49,"Fragile items — handle carefully.",0,0
SHP-0003054,2022-03-12,DHL,Kaduna,"Addis Ababa",71.11,19,Delivered,Toys,197.08,"Package handled with care.",0,0
SHP-0003055,2022-08-09,UPS,Lagos,"Dar es Salaam",56.54,18,Lost,Electronics,117.45,"Address correction applied.",0,0
SHP-0003056,2022-12-14,DTDC,Kaduna,Cairo,58.18,10,Lost,Furniture,185.92,"Package handled with care.",0,0
SHP-0003057,2024-10-23,UPS,Lagos,"Addis Ababa",10.29,17,Delayed,Furniture,39.53,"Partial delivery; remaining items en route.",0,0
